full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized,text_lemmatized,pos,neg,neu,label
Parah bet sicepat sangat jadwalin ngirim paket ke rumah tetapi tidak sampe sampe ngapain ajaaa,Parah bet sangat jadwalin ngirim paket ke rumah tetapi tidak sampe sampe ngapain ajaaa,wage bet very schedule send package to house but not sampe am al,wage bet schedule send package house sampe al,"['wage', 'bet', 'schedule', 'send', 'package', 'house', 'sampe', 'al']","['wage', 'bet', 'schedule', 'send', 'package', 'house', 'sampe', 'al']",wage bet schedule send package house sampe al,0.0,0.0,1.0,neutral
intinya jangan sicepat,intinya jangan,the point is not,point,['point'],['point'],point,0.0,0.0,1.0,neutral
Sicepatgtgtgt,Sicepatgtgtgt,sicepatgtgtgt,sicepatgtgtgt,['sicepatgtgtgt'],['sicepatgtgtgt'],sicepatgtgtgt,0.0,0.0,1.0,neutral
Min paimin paket ku tidak gerak seharian lebih,Min paimin paket ku tidak gerak seharian lebih,"min paimin, my package doesn't move all day",min paimin package move day,"['min', 'paimin', 'package', 'move', 'day']","['min', 'paimin', 'package', 'move', 'day']",min paimin package move day,0.0,0.0,1.0,neutral
Jnt spx sicepat,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']",json object must str byte bytearray nonetype,0.0,0.0,1.0,neutral
Terus barang saya diilangin kak gatau harus bagaimana dari sicepat juga gaada balasan mau tanggung jawab atau tidak,Terus barang saya diilangin kak gatau harus bagaimana dari juga gaada balasan mau tanggung jawab atau tidak,"then i was told by my item, sis, what should i do from, from no reply or not",told item sis from reply,"['told', 'item', 'sis', 'from', 'reply']","['told', 'item', 'si', 'from', 'reply']",told item si from reply,0.0,0.0,1.0,neutral
sicepat halu emg beneran halu tidak nyampe,halu emg beneran halu tidak nyampe,"halu, i really don't arrive",halu really arrive,"['halu', 'really', 'arrive']","['halu', 'really', 'arrive']",halu really arrive,0.0,0.0,1.0,neutral
Nunggu kurir pick up terbikin emosi jatuh kepada,Nunggu kurir pick up terbikin emosi jatuh kepada,waiting for the pick up courier to make emotions fall to,waiting pick courier make emotions fall,"['waiting', 'pick', 'courier', 'make', 'emotions', 'fall']","['wait', 'pick', 'courier', 'make', 'emotion', 'fall']",wait pick courier make emotion fall,0.0,0.0,1.0,neutral
emang lama sangat,emang lama sangat,it's been a long time,long time,"['long', 'time']","['long', 'time']",long time,0.0,0.0,1.0,neutral
saya pakai sicepat kaa,saya pakai kaa,i use kaa,use kaa,"['use', 'kaa']","['use', 'kaa']",use kaa,0.0,0.0,1.0,neutral
spx paling cepet sekarang menurut gw dan sicepat menjadi si lambat sekarang,paling cepet sekarang menurut gw dan menjadi si lambat sekarang,the most fast now according to me and become the slow now,fast according become slow,"['fast', 'according', 'become', 'slow']","['fast', 'accord', 'become', 'slow']",fast accord become slow,0.3,0.3,0.4,neutral
HEHHH KALO GA MAU NGIRIMIN BARANG TU BILANG UDAH GA NELPON WA DULU EH DITITIPIN ORANG TAPI DITULIS DITERIMA ANGGOTA KELUARGA MAKSUD LO APA DI RUMAH ADA ORTU GUE GA PERGI KEMANA MEREKA NUNGGUIN SEHARIAN TAU GUE GA TAU RUMAH SIAPA ANJIR YG ADA DI FOTO,HEHHH KALO GA MAU NGIRIMIN BARANG TU BILANG UDAH GA NELPON WA DULU EH DITITIPIN ORANG TAPI DITULIS DITERIMA ANGGOTA KELUARGA MAKSUD LO APA DI RUMAH ADA ORTU GUE GA PERGI KEMANA MEREKA NUNGGUIN SEHARIAN TAU GUE GA TAU RUMAH SIAPA ANJIR YG ADA DI FOTO,"hehh if you don't want to send the item, i don't say that he doesn't call first, eh, but it is written by a family member, what you mean by the family, at home, my parents don't go where they are waiting for all day to know i don't know who is the house who is in the photo",hehh want send item say call first eh written family member mean family home parents go waiting day know know house photo,"['hehh', 'want', 'send', 'item', 'say', 'call', 'first', 'eh', 'written', 'family', 'member', 'mean', 'family', 'home', 'parents', 'go', 'waiting', 'day', 'know', 'know', 'house', 'photo']","['hehh', 'want', 'send', 'item', 'say', 'call', 'first', 'eh', 'write', 'family', 'member', 'mean', 'family', 'home', 'parent', 'go', 'wait', 'day', 'know', 'know', 'house', 'photo']",hehh want send item say call first eh write family member mean family home parent go wait day know know house photo,0.058,0.0,0.942,neutral
Cek tokonya sih dia cuma aktifin SiCepat Mungkin kelempar ke kurir rekomendasi dan sellernya nggak sanggup kalau nonpickup,Cek tokonya sih dia cuma aktifin Mungkin kelempar ke kurir rekomendasi dan sellernya nggak sanggup kalau nonpickup,"check the shop, he just activated it, maybe throwing it to the recommendation courier and the seller couldn't be able to do nonpickup",check shop activated it maybe throwing recommendation courier seller able nonpickup,"['check', 'shop', 'activated', 'it', 'maybe', 'throwing', 'recommendation', 'courier', 'seller', 'able', 'nonpickup']","['check', 'shop', 'activate', 'it', 'maybe', 'throw', 'recommendation', 'courier', 'seller', 'able', 'nonpickup']",check shop activate it maybe throw recommendation courier seller able nonpickup,0.0,0.0,1.0,neutral
sicepat yang lebih cocok menjadi silambat,yang lebih cocok menjadi silambat,which is more suitable to be a cycle,suitable cycle,"['suitable', 'cycle']","['suitable', 'cycle']",suitable cycle,0.0,0.0,1.0,neutral
Tai lama kamu di wa juga respon,Tai lama kamu di wa juga respon,tai long you in wa also response,tai long wa also response,"['tai', 'long', 'wa', 'also', 'response']","['tai', 'long', 'wa', 'also', 'response']",tai long wa also response,0.0,0.0,1.0,neutral
sbt jasa kirim sicepat kalau kita atur pickup itu pasti dipickup tidak ya atau harus punya tidak kurirnya dulu,sbt jasa kirim kalau kita atur pickup itu pasti dipickup tidak ya atau harus punya tidak kurirnya dulu,"sbt sending services if we set the pickup, it must be picked up or not to have no courier first",sbt sending services set pickup must picked courier first,"['sbt', 'sending', 'services', 'set', 'pickup', 'must', 'picked', 'courier', 'first']","['sbt', 'send', 'service', 'set', 'pickup', 'must', 'picked', 'courier', 'first']",sbt send service set pickup must picked courier first,0.0,0.0,1.0,neutral
sicepat asu ngilangin paket guweh,asu ngilangin paket guweh,asu resignin guweh package,asu resignin guweh package,"['asu', 'resignin', 'guweh', 'package']","['asu', 'resignin', 'guweh', 'package']",asu resignin guweh package,0.0,0.0,1.0,neutral
Ini bagaimana kok nggak dikirim lagi Pdhl hari sabtu saya di rumah nggak ada kurir dateng sama sekali Kampret benar ini sicepat ganti nama saja jadi sipayah,Ini bagaimana kok nggak dikirim lagi Pdhl hari sabtu saya di rumah nggak ada kurir dateng sama sekali Kampret benar ini ganti nama saja jadi sipayah,"this is how how come it's not sent anymore on saturday, i don't have a courier at all.",come sent anymore saturday courier all,"['come', 'sent', 'anymore', 'saturday', 'courier', 'all']","['come', 'sent', 'anymore', 'saturday', 'courier', 'all']",come sent anymore saturday courier all,0.0,0.0,1.0,neutral
tidak tahu sih nder tetapi saya tidak pernah di pick up paket atau bahkan paket jadi saya non aktifin dari sekarang padahal anteraja ama sicepat mau paket bnyak atau sedikit ttep mau pick up,tidak tahu sih nder tetapi saya tidak pernah di pick up paket atau bahkan paket jadi saya non aktifin dari sekarang padahal ama mau paket bnyak atau sedikit ttep mau pick up,"i don't know, but i have never been picked up the package or even the package so i deactivated it from now on even though i want a lot of packages or a little ttep want to pick up",know never picked package even package deactivated even though want lot packages little ttep want pick,"['know', 'never', 'picked', 'package', 'even', 'package', 'deactivated', 'even', 'though', 'want', 'lot', 'packages', 'little', 'ttep', 'want', 'pick']","['know', 'never', 'picked', 'package', 'even', 'package', 'deactivate', 'even', 'though', 'want', 'lot', 'package', 'little', 'ttep', 'want', 'pick']",know never picked package even package deactivate even though want lot package little ttep want pick,0.142,0.0,0.858,neutral
Aa Sicepat anjing Ganti nama saja jadi silelet atau silemot,Aa anjing Ganti nama saja jadi silelet atau silemot,aa dog just changed the name to a milelet or silemot,aa dog changed name milelet silemot,"['aa', 'dog', 'changed', 'name', 'milelet', 'silemot']","['aa', 'dog', 'change', 'name', 'milelet', 'silemot']",aa dog change name milelet silemot,0.0,0.0,1.0,neutral
lo ganti nama saja lah jadi silemot Masa hari cm sbysidoarjo Yang benar saja,lo ganti nama saja lah jadi silemot Masa hari cm sbysidoarjo Yang benar saja,you just change the name to silemot day cmsidoarjo,change name silemot day cmsidoarjo,"['change', 'name', 'silemot', 'day', 'cmsidoarjo']","['change', 'name', 'silemot', 'day', 'cmsidoarjo']",change name silemot day cmsidoarjo,0.0,0.0,1.0,neutral
sudah dihubungi yang bales malah bot,sudah dihubungi yang bales malah bot,already contacted by those who replied instead of the bot,already contacted replied instead bot,"['already', 'contacted', 'replied', 'instead', 'bot']","['already', 'contact', 'reply', 'instead', 'bot']",already contact reply instead bot,0.0,0.0,1.0,neutral
Emang sicepat dulunya saja cepat sekarang lelet Skrg prefer pakai jnt jne lebih cepet di domku,Emang dulunya saja cepat sekarang lelet Skrg prefer pakai lebih cepet di domku,it used to be fast now now slow now prefer to use faster in domku,used fast slow prefer use faster domku,"['used', 'fast', 'slow', 'prefer', 'use', 'faster', 'domku']","['use', 'fast', 'slow', 'prefer', 'use', 'faster', 'domku']",use fast slow prefer use faster domku,0.188,0.188,0.625,neutral
Tapi yang di website resmi salah kak Saya sudah pernah ngecek dan ke lokasi tetapi tidak ada sicepat,Tapi yang di website resmi salah kak Saya sudah pernah ngecek dan ke lokasi tetapi tidak ada,"but on the official website, sis, sis, i have checked and to the location but nothing",official website sis sis checked location nothing,"['official', 'website', 'sis', 'sis', 'checked', 'location', 'nothing']","['official', 'website', 'si', 'si', 'checked', 'location', 'nothing']",official website si si checked location nothing,0.0,0.0,1.0,neutral
Lemot banget admin customer servis nya balas chat di telepon kagak di angkat,Lemot banget admin customer servis nya balas chat di telepon kagak di angkat,very slow admin customer service reply to chat on the phone not adopted,slow admin customer service reply chat phone adopted,"['slow', 'admin', 'customer', 'service', 'reply', 'chat', 'phone', 'adopted']","['slow', 'admin', 'customer', 'service', 'reply', 'chat', 'phone', 'adopt']",slow admin customer service reply chat phone adopt,0.185,0.163,0.652,neutral
Cape sangat sama Sicepat anjggggg kenapa ya kurirnya tuh YAKIN banget nganter paket sembarangan pakai foto bukti yang tidak jelas dimana tetapi alamat sama nama penerimanya dibikin sudah sesuai padahal saya tidak pernah nerima itu paket dan tidak ada rak sepatu kaya begitu di sini hhhhh,Cape sangat sama anjggggg kenapa ya kurirnya tuh YAKIN banget nganter paket sembarangan pakai foto bukti yang tidak jelas dimana tetapi alamat sama nama penerimanya dibikin sudah sesuai padahal saya tidak pernah nerima itu paket dan tidak ada rak sepatu kaya begitu di sini hhhhh,cape is very the same as anjgg why the courier is really sure to take the package carelessly using the proof photo that is not clear where but the same address is the name of the recipient is made appropriate even though i have never received the package and there is no rich shoe rack so hh,cape anjgg courier really sure take package carelessly using proof photo clear address name recipient made appropriate even though never received package rich shoe rack hh,"['cape', 'anjgg', 'courier', 'really', 'sure', 'take', 'package', 'carelessly', 'using', 'proof', 'photo', 'clear', 'address', 'name', 'recipient', 'made', 'appropriate', 'even', 'though', 'never', 'received', 'package', 'rich', 'shoe', 'rack', 'hh']","['cape', 'anjgg', 'courier', 'really', 'sure', 'take', 'package', 'carelessly', 'use', 'proof', 'photo', 'clear', 'address', 'name', 'recipient', 'make', 'appropriate', 'even', 'though', 'never', 'receive', 'package', 'rich', 'shoe', 'rack', 'hh']",cape anjgg courier really sure take package carelessly use proof photo clear address name recipient make appropriate even though never receive package rich shoe rack hh,0.162,0.153,0.685,neutral
Ini tidak ada training cara chat konsumen apa ya,Ini tidak ada training cara chat konsumen apa ya,there is no training on how to chat consumer?,training chat consumer,"['training', 'chat', 'consumer']","['training', 'chat', 'consumer']",training chat consumer,0.0,0.0,1.0,neutral
respon saja terus pakai bot,respon saja terus pakai bot,just the response keeps using the bot,response keeps using bot,"['response', 'keeps', 'using', 'bot']","['response', 'keep', 'use', 'bot']",response keep use bot,0.0,0.0,1.0,neutral
Untuk all pengiriman pakai sicepat mohon ditunggu ya bapak pickup nya lagi sakit buat yang pakai jnt nanti sore dijemput,Untuk all pengiriman pakai mohon ditunggu ya bapak pickup nya lagi sakit buat yang pakai nanti sore dijemput,"for all shipping, please wait, please wait, the pickup is sick for those who use it this afternoon to be picked up",shipping please wait please wait pickup sick use afternoon picked,"['shipping', 'please', 'wait', 'please', 'wait', 'pickup', 'sick', 'use', 'afternoon', 'picked']","['shipping', 'please', 'wait', 'please', 'wait', 'pickup', 'sick', 'use', 'afternoon', 'picked']",shipping please wait please wait pickup sick use afternoon picked,0.309,0.221,0.47,neutral
ada yang punya nomor sicepat gaa paket nyasar gatau dimana pad,ada yang punya nomor gaa paket nyasar gatau dimana pad,"someone has a gaa number, the package is stray, where is the pad",someone gaa number package stray pad,"['someone', 'gaa', 'number', 'package', 'stray', 'pad']","['someone', 'gaa', 'number', 'package', 'stray', 'pad']",someone gaa number package stray pad,0.206,0.0,0.794,neutral
Pengiriman hari ini via sicepat dan jne,Pengiriman hari ini via dan,delivery today via and,delivery today via,"['delivery', 'today', 'via']","['delivery', 'today', 'via']",delivery today via,0.0,0.0,1.0,neutral
Gak lagilagi saya pakai sicepat,Gak lagilagi saya pakai,no lagilagi i use,lagilagi use,"['lagilagi', 'use']","['lagilagi', 'use']",lagilagi use,0.0,0.0,1.0,neutral
ini sumpah ya barang saya lama banget tidak sampe sudah mau minggu buset dah entah kemana barang saya padahal kota saya ke kota terakhir update tidak sampe jam ini sampe berharihari di tanyain jawabnya besok mulu diusahain sampe kapok pakai ni ekspedisi,ini sumpah ya barang saya lama banget tidak sampe sudah mau minggu buset dah entah kemana barang saya padahal kota saya ke kota terakhir update tidak sampe jam ini sampe berharihari di tanyain jawabnya besok mulu diusahain sampe kapok pakai ni ekspedisi,"this is an oath, my item is really a long time ago until i want to be a motorcycle, i don't know where my item is even though my city to the last city is not up to this time until the day is asked for the answer tomorrow, it will be endeavored until you give up using this expedition",oath item really long time ago want motorcycle know item even though city last city time day asked answer tomorrow endeavored give using expedition,"['oath', 'item', 'really', 'long', 'time', 'ago', 'want', 'motorcycle', 'know', 'item', 'even', 'though', 'city', 'last', 'city', 'time', 'day', 'asked', 'answer', 'tomorrow', 'endeavored', 'give', 'using', 'expedition']","['oath', 'item', 'really', 'long', 'time', 'ago', 'want', 'motorcycle', 'know', 'item', 'even', 'though', 'city', 'last', 'city', 'time', 'day', 'ask', 'answer', 'tomorrow', 'endeavor', 'give', 'use', 'expedition']",oath item really long time ago want motorcycle know item even though city last city time day ask answer tomorrow endeavor give use expedition,0.053,0.0,0.947,neutral
