,full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
1172,want to sell wts sonny angel hippers harvest sealed k after svid with bnf ready ina link pengiriman pilih sicepatjnejnt tag sonny angel lfb songel wts wtb sell sonny angel hippers harvest series sealed,want to sell wts sonny angel hippers harvest sealed k after svid With bnf Ready Ina link pengiriman pilih sicepatjnejnt tag sonny angel lfb songel wts wtb sell sonny angel hippers harvest series sealed,want to sell wts sonny angel hippers harvest sealed k after svid with bnf ready ina delivery link select sicepatjnt tag sonny angel lfb songel wts wtb sell sonny angel hippers harvest series sealed series,want sell wts sonny angel hippers harvest sealed k svid bnf ready ina delivery link select sicepatjnt tag sonny angel lfb songel wts wtb sell sonny angel hippers harvest series sealed series,"['want', 'sell', 'wts', 'sonny', 'angel', 'hippers', 'harvest', 'sealed', 'k', 'svid', 'bnf', 'ready', 'ina', 'delivery', 'link', 'select', 'sicepatjnt', 'tag', 'sonny', 'angel', 'lfb', 'songel', 'wts', 'wtb', 'sell', 'sonny', 'angel', 'hippers', 'harvest', 'series', 'sealed', 'series']","['want', 'sell', 'wts', 'sonny', 'angel', 'hippers', 'harvest', 'seal', 'k', 'svid', 'bnf', 'ready', 'ina', 'delivery', 'link', 'select', 'sicepatjnt', 'tag', 'sonny', 'angel', 'lfb', 'songel', 'wts', 'wtb', 'sell', 'sonny', 'angel', 'hippers', 'harvest', 'series', 'seal', 'series']"
1173,jangan sicepat pokoknya,jangan pokoknya,don't anyway,anyway,['anyway'],['anyway']
1174,tlg dong min paketku stuck mlu mau dipake nih barangnya,Tlg dong min paketku stuck mlu mau dipake nih barangnya,"please, min, my package is stuck, i want to use the item",please min package stuck want use item,"['please', 'min', 'package', 'stuck', 'want', 'use', 'item']","['please', 'min', 'package', 'stuck', 'want', 'use', 'item']"
1175,haloo kmren kaya gini eh ternyata paket hilang sekarang ada lg udh lewat dr estimasi kira kemana ini paket ekspedisi laen biasanya klo udh d kota tujuan hri h atau besoknya paket sampe ini udah  hari gitu terus,Haloo kmren kaya gini eh ternyata paket hilang sekarang ada lg udh lewat dr estimasi kira kemana ini paket Ekspedisi laen biasanya klo udh d kota tujuan hri H atau besoknya paket sampe Ini udah hari gitu terus,"hello, kmren, like this, it turns out that the package is lost, now there is a lot of estimation where this is the other expedition package, usually if it's already in the destination city of hri h or the next day the package until this day continues to be like that.",hello kmren like this turns package lost lot estimation expedition package usually already destination city hri h next day package day continues like that,"['hello', 'kmren', 'like', 'this', 'turns', 'package', 'lost', 'lot', 'estimation', 'expedition', 'package', 'usually', 'already', 'destination', 'city', 'hri', 'h', 'next', 'day', 'package', 'day', 'continues', 'like', 'that']","['hello', 'kmren', 'like', 'this', 'turn', 'package', 'lose', 'lot', 'estimation', 'expedition', 'package', 'usually', 'already', 'destination', 'city', 'hri', 'h', 'next', 'day', 'package', 'day', 'continue', 'like', 'that']"
1176,dijawab template doang gak wa gak twiter,Dijawab template doang gak wa gak twiter,answered the template is not twitter or not twitter,answered template twitter twitter,"['answered', 'template', 'twitter', 'twitter']","['answer', 'template', 'twitter', 'twitter']"
1177,iyakan jelek bgt stuck di jaktim lama bgt,iyakan jelek bgt stuck di jaktim lama bgt,"yes, it's really bad in the old east jakarta",yes really bad old east jakarta,"['yes', 'really', 'bad', 'old', 'east', 'jakarta']","['yes', 'really', 'bad', 'old', 'east', 'jakarta']"
1178,sama kak paketku dari kemarin juga masih stuck disitu,sama kak paketku dari kemarin juga masih stuck disitu,with my package from yesterday i was still stuck there too,package yesterday still stuck,"['package', 'yesterday', 'still', 'stuck']","['package', 'yesterday', 'still', 'stuck']"
1179,dr tgl  smp skrng tgl  mei masa masih di jaktim aja,dr tgl smp skrng tgl mei masa masih di jaktim aja,"from the date of junior high school, the day of may was still in east jakarta",date junior high school day may still east jakarta,"['date', 'junior', 'high', 'school', 'day', 'may', 'still', 'east', 'jakarta']","['date', 'junior', 'high', 'school', 'day', 'may', 'still', 'east', 'jakarta']"
1180,sicepat knp lelet bgt sihhhhhhhhhh,knp lelet bgt sihhhhhhhhhh,why is it slow hh,slow hh,"['slow', 'hh']","['slow', 'hh']"
1181,lemot amat jadi expdisi,lemot amat jadi expdisi,very slow to be expdisi,slow expdisi,"['slow', 'expdisi']","['slow', 'expdisi']"
1182,aku update feedback sorean deh paket aku kirim hari ini yg sicepat nunggu pickup dulu,aku update feedback sorean deh paket aku kirim hari ini yg nunggu pickup dulu,i updated feedback in the afternoon the package i sent today who was waiting for the pickup first,updated feedback afternoon package sent today waiting pickup first,"['updated', 'feedback', 'afternoon', 'package', 'sent', 'today', 'waiting', 'pickup', 'first']","['update', 'feedback', 'afternoon', 'package', 'sent', 'today', 'wait', 'pickup', 'first']"
1183,welcome feedbacks proof order preorder arrived item jawa timur ina shopeepay seabank sicepat,welcome feedbacks proof order preorder arrived item jawa timur ina shopeepay seabank,welcome feedbacks proof order preorder arrved item east java ina shopeepay seabank,welcome feedbacks proof order preorder arrved item east java ina shopeepay seabank,"['welcome', 'feedbacks', 'proof', 'order', 'preorder', 'arrved', 'item', 'east', 'java', 'ina', 'shopeepay', 'seabank']","['welcome', 'feedback', 'proof', 'order', 'preorder', 'arrved', 'item', 'east', 'java', 'ina', 'shopeepay', 'seabank']"
1184,kalo cod pake ekspedisi sicepat sehari gaada repond dr buyer diretur kalo jnt maksimal  hari kalo spx kurang tahu mungkin ngaruhnya disitu,kalo cod pake ekspedisi sehari gaada repond dr buyer diretur kalo maksimal hari kalo spx kurang tahu mungkin ngaruhnya disitu,"if the cod uses a day's expedition, there is no responder from the buyer, if he is a maximum of the day if the spx doesn't know it, maybe it can affect it there",cod uses days expedition responder buyer maximum day spx know it maybe affect,"['cod', 'uses', 'days', 'expedition', 'responder', 'buyer', 'maximum', 'day', 'spx', 'know', 'it', 'maybe', 'affect']","['cod', 'us', 'day', 'expedition', 'responder', 'buyer', 'maximum', 'day', 'spx', 'know', 'it', 'maybe', 'affect']"
1185,halo min drop point sicepat surabaya di mana aja ya kenapa banyak branch yang gak mau nerima paket,halo min drop point surabaya di mana aja ya kenapa banyak branch yang gak mau nerima paket,"hello min drop point surabaya anywhere, why are there so many branches who don't want to accept the package",hello min drop point surabaya anywhere many branches want accept package,"['hello', 'min', 'drop', 'point', 'surabaya', 'anywhere', 'many', 'branches', 'want', 'accept', 'package']","['hello', 'min', 'drop', 'point', 'surabaya', 'anywhere', 'many', 'branch', 'want', 'accept', 'package']"
1186,pengiriman jgn pake sicepat dulu deh lg stuck berhari,Pengiriman jgn pake dulu deh lg stuck berhari,"delivery don't use it first, stuck for days",delivery use first stuck days,"['delivery', 'use', 'first', 'stuck', 'days']","['delivery', 'use', 'first', 'stuck', 'day']"
1187,estimasi lama pengiriman sicepat gokil adalah  hari kerja tergantung,Estimasi lama pengiriman Gokil adalah hari kerja Tergantung,the estimated time of gokil shipping is a dependent working day,estimated time gokil shipping dependent working day,"['estimated', 'time', 'gokil', 'shipping', 'dependent', 'working', 'day']","['estimate', 'time', 'gokil', 'shipping', 'dependent', 'work', 'day']"
1188,min paketku kok nyangkut yaa bisakah dibantu,min paketku kok nyangkut yaa Bisakah dibantu,"min, how come my package is stuck, can i be helped",min come package stuck helped,"['min', 'come', 'package', 'stuck', 'helped']","['min', 'come', 'package', 'stuck', 'help']"
1189,bjir dah beres packing paket tinggal ke sicepat jauh lg pamulang,bjir dah beres packing paket tinggal ke jauh lg pamulang,bjir already settled packing the package staying far away,bjir already settled packing package staying far away,"['bjir', 'already', 'settled', 'packing', 'package', 'staying', 'far', 'away']","['bjir', 'already', 'settle', 'pack', 'package', 'stay', 'far', 'away']"
1190,halo ini paketnya kenapa gak diupdate ya udah sampai mana status terakhir di tgl  mei skrg udh tgl  mei mana udah lewat estimasi lagi kalo begini sistem amp kinerja kalian mau gak mau saya harus pindah ke ekspedisi lain,Halo ini paketnya kenapa gak diupdate ya udah sampai mana Status terakhir di tgl Mei skrg udh tgl Mei Mana udah lewat estimasi lagi Kalo begini sistem amp kinerja kalian mau gak mau saya harus pindah ke ekspedisi lain,"hello, the package is the package, why isn't it updated, how come the last status is on may now, which on may has been through the estimation if you like this, your performance system, you can't help but have to move to another expedition",hello package package updated come last status may now may estimation like this performance system cant help move another expedition,"['hello', 'package', 'package', 'updated', 'come', 'last', 'status', 'may', 'now', 'may', 'estimation', 'like', 'this', 'performance', 'system', 'cant', 'help', 'move', 'another', 'expedition']","['hello', 'package', 'package', 'update', 'come', 'last', 'status', 'may', 'now', 'may', 'estimation', 'like', 'this', 'performance', 'system', 'cant', 'help', 'move', 'another', 'expedition']"
1191,pantes dinamain sicepat beneran cepat ternyata nyampenya,Pantes dinamain beneran cepat ternyata nyampenya,"worth it was really fast -and -known, it turned out",worth really fast and known turned,"['worth', 'really', 'fast', 'and', 'known', 'turned']","['worth', 'really', 'fast', 'and', 'know', 'turn']"
1192,najis bgt sicepat sesama bandung aja gatau harus nunggu berapa hari ga akan pake lagi deh,Najis bgt sesama bandung aja gatau harus nunggu berapa hari ga akan pake lagi deh,"very unfortunate fellow bandung, i don't have to wait how many days it won't use it again",unfortunate fellow bandung wait many days use,"['unfortunate', 'fellow', 'bandung', 'wait', 'many', 'days', 'use']","['unfortunate', 'fellow', 'bandung', 'wait', 'many', 'day', 'use']"
1193,terus aja begini,terus aja begini,just keep it like this,keep like,"['keep', 'like']","['keep', 'like']"
1194,pengirimannya kenapa lama sekaliiii ,pengirimannya kenapa lama sekaliiii,the delivery is why it's been a long time,delivery long time,"['delivery', 'long', 'time']","['delivery', 'long', 'time']"
1195,nama aja sicepat tp ngirim paket lama,Nama aja tp ngirim paket lama,names just send old packages,names send old packages,"['names', 'send', 'old', 'packages']","['name', 'send', 'old', 'package']"
1196,panjang umur mas paked dr sicepat bener cepet bgt di gwwww,panjang umur mas paked dr bener cepet bgt di gwwww,"long lives, bro, the user is really fast in gww",long lives bro user really fast gww,"['long', 'lives', 'bro', 'user', 'really', 'fast', 'gww']","['long', 'life', 'bro', 'user', 'really', 'fast', 'gww']"
1197,duh plg mls klo tokped pake jne hmm kmrn sicepat udah bagus ni knp blik lgi pke jne,duh plg mls klo tokped pake hmm kmrn udah bagus ni knp blik lgi pke,"udh plg mls if tokopedia uses hmm yesterday it's already good, why is it blik if it",udh plg mls tokopedia uses hmm yesterday already good blik,"['udh', 'plg', 'mls', 'tokopedia', 'uses', 'hmm', 'yesterday', 'already', 'good', 'blik']","['udh', 'plg', 'ml', 'tokopedia', 'us', 'hmm', 'yesterday', 'already', 'good', 'blik']"
1198,iya dari jum at stuck dan ga ada progress pengiriman,iya dari jum at stuck dan ga ada progress pengiriman,yes from friday at stuck and there is no shipping progress,yes friday stuck shipping progress,"['yes', 'friday', 'stuck', 'shipping', 'progress']","['yes', 'friday', 'stuck', 'shipping', 'progress']"
1199,halo ini saya chat di whatsapp kenapa gak dibalas ya,Halo ini saya chat di WhatsApp kenapa gak dibalas ya,"hello, i chat on whatsapp, why not reply",hello chat whatsapp reply,"['hello', 'chat', 'whatsapp', 'reply']","['hello', 'chat', 'whatsapp', 'reply']"
1200,kurir shopee gtgtgt kurir sicepat,Kurir Shopee gtgtgt kurir,courier shopee gtgtgt courier,courier shopee gtgtgt courier,"['courier', 'shopee', 'gtgtgt', 'courier']","['courier', 'shopee', 'gtgtgt', 'courier']"
1201,iyaa kak harus aktifin yg lainnya soalny kmrn temenku mau co dari pekalongan sellernya aktifin jnt aja ke beberapa tempat gak bisa gtu harus pake ekspedisi sicepat dulu,Iyaa kak harus aktifin yg lainnya soalny kmrn temenku mau co dari pekalongan sellernya aktifin aja ke beberapa tempat gak bisa gtu harus pake ekspedisi dulu,"yes sis, i have to activate the others because yesterday my friend wanted to co from pekalongan the seller just activated it to some places, i couldn't use the expedition first",yes sis activate others yesterday friend wanted co pekalongan seller activated places use expedition first,"['yes', 'sis', 'activate', 'others', 'yesterday', 'friend', 'wanted', 'co', 'pekalongan', 'seller', 'activated', 'places', 'use', 'expedition', 'first']","['yes', 'si', 'activate', 'others', 'yesterday', 'friend', 'want', 'co', 'pekalongan', 'seller', 'activate', 'place', 'use', 'expedition', 'first']"
1202,biasanya dari sellernya itu harus aktifin ekspedisi lain bukan  aja kmrn ada juga kaya gtu ke alamatku gak bisa tapi ke alamat temenku bisa ternyata sellernya cuma aktifin jnt aja eh di aktifin sicepat baru bisa ke aku,Biasanya dari sellernya itu harus aktifin ekspedisi lain bukan aja Kmrn ada juga kaya gtu ke alamatku gak bisa tapi ke alamat temenku bisa ternyata sellernya cuma aktifin aja eh di aktifin baru bisa ke aku,"usually from the seller, you have to activate another expedition, not just that there are also rich to my address.",usually seller activate another expedition also rich address,"['usually', 'seller', 'activate', 'another', 'expedition', 'also', 'rich', 'address']","['usually', 'seller', 'activate', 'another', 'expedition', 'also', 'rich', 'address']"
